column,Q1,Q3,lower_fence,upper_fence,outliers
population_lakhs,25.192500000000003,74.08000000000001,-48.13875000000001,147.41125000000002,46
health_facilities_per_lakh,13.0375,18.68,4.573749999999999,27.14375,7
avg_landholding_ha,1.4015,1.8897499999999998,0.6691250000000002,2.6221249999999996,5
